lockfile,package,version,decision,reason,parents,advisory_ids,advisory_action
web/pnpm-lock.yaml,@tanstack/start-fn-stubs,1.162.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-start-rsc@0.1.25; @tanstack/start-client-core@1.170.12,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/start-plugin-core,1.171.18,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-start-rsc@0.1.25; @tanstack/react-start@1.168.26,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/start-server-core,1.169.15,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-start-rsc@0.1.25; @tanstack/react-start-server@1.167.20; @tanstack/react-start@1.168.26; @tanstack/start-plugin-core@1.171.18,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/start-storage-context,1.167.15,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-start-rsc@0.1.25; @tanstack/start-client-core@1.170.12; @tanstack/start-server-core@1.169.15,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/store,0.9.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-store@0.9.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/virtual-file-routes,1.162.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/router-generator@1.167.17,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tybys/wasm-util,0.10.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@napi-rs/wasm-runtime@1.1.5,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-array,3.2.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3-contour@3.0.6; @types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-axis,3.0.6,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-brush,3.0.6,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-chord,3.0.6,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-color,3.1.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3-interpolate@3.0.4; @types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-contour,3.0.6,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-delaunay,6.0.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-dispatch,3.0.7,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-drag,3.0.7,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-dsv,3.0.7,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3-fetch@3.0.7; @types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-ease,3.0.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-fetch,3.0.7,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-force,3.0.10,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-format,3.0.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-geo,3.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-hierarchy,3.1.7,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-interpolate,3.0.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3-zoom@3.0.8; @types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-path,3.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3-shape@3.2.0; @types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-polygon,3.0.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-quadtree,3.0.6,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-random,3.0.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-scale-chromatic,3.1.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-scale,4.0.9,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-selection,3.0.12,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3-axis@3.0.6; @types/d3-brush@3.0.6; @types/d3-drag@3.0.7; @types/d3-transition@3.0.9; @types/d3-zoom@3.0.8; @types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-shape,3.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-time-format,4.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-time,3.0.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3-scale@4.0.9; @types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-timer,3.0.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-transition,3.0.9,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3-zoom,3.0.8,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3@7.4.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/d3,7.4.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mermaid@12.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/debug,4.1.13,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,micromark@4.0.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/esrecurse,4.3.1,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,eslint-scope@9.1.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/estree-jsx,1.0.5,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mdast-util-mdx-expression@2.0.1; mdast-util-mdx-jsx@3.2.0; mdast-util-mdxjs-esm@2.0.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/estree,1.0.9,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@apm-js-collab/code-transformer@0.15.0; @types/estree-jsx@1.0.5; eslint-scope@9.1.2; eslint@10.5.0; hast-util-to-jsx-runtime@2.3.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/geojson,7946.0.16,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/d3-contour@3.0.6; @types/d3-geo@3.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/hast,3.0.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@shikijs/core@4.2.0; @shikijs/primitive@4.2.0; @shikijs/types@4.2.0; hast-util-heading-rank@3.0.0; hast-util-to-html@9.0.5; hast-util-to-jsx-runtime@2.3.6; hast-util-to-string@3.0.1; hast-util-whitespace@3.0.0; mdast-util-mdx-expression@2.0.1; mdast-util-mdx-jsx@3.2.0; mdast-util-mdxjs-esm@2.0.1; mdast-util-to-hast@13.2.1; react-markdown@10.1.0; rehype-slug@6.0.0; remark-rehype@11.1.2; shiki@4.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/json-schema,7.0.15,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,@eslint/core@1.2.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/mdast,4.0.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mdast-util-find-and-replace@3.0.2; mdast-util-from-markdown@2.0.3; mdast-util-gfm-autolink-literal@2.0.1; mdast-util-gfm-footnote@2.1.0; mdast-util-gfm-strikethrough@2.0.0; mdast-util-gfm-table@2.0.0; mdast-util-gfm-task-list-item@2.0.0; mdast-util-mdx-expression@2.0.1; mdast-util-mdx-jsx@3.2.0; mdast-util-mdxjs-esm@2.0.1; mdast-util-phrasing@4.1.0; mdast-util-to-hast@13.2.1; mdast-util-to-markdown@2.1.2; mdast-util-to-string@4.0.0; react-markdown@10.1.0; remark-gfm@4.0.1; remark-parse@11.0.0; remark-rehype@11.1.2; remark-stringify@11.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/ms,2.1.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/debug@4.1.13,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/node,22.19.21,Keep,Align to maintained 24.x because Node runtime is 24. Current 22.x mismatches the runtime. Do not take registry latest 26.x blindly. Revisit the undici-types trust-policy exception afterward.,vite@8.0.16,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@types/react-dom,19.2.3,Keep,Update with React DOM 19.3 and matching React types.,@radix-ui/react-alert-dialog@1.1.17; @radix-ui/react-arrow@1.1.10; @radix-ui/react-collection@1.1.10; @radix-ui/react-dialog@1.1.17; @radix-ui/react-dismissable-layer@1.1.13; @radix-ui/react-focus-scope@1.1.10; @radix-ui/react-popper@1.3.1; @radix-ui/react-portal@1.1.12; @radix-ui/react-presence@1.1.6; @radix-ui/react-primitive@2.1.6; @radix-ui/react-roving-focus@1.1.13; @radix-ui/react-switch@1.3.1; @radix-ui/react-toggle-group@1.1.13; @radix-ui/react-toggle@1.1.12; @radix-ui/react-tooltip@1.2.10; @radix-ui/react-visually-hidden@1.2.6,,No OSV match on audit date; not a safety guarantee
